product_id,department_id,department,product_name
850,6,Books,Product_850_Can
851,4,Toys,Product_851_Beat
852,4,Sports,Product_852_Describe
853,5,Sports,Product_853_Machine
854,3,Electronics,Product_854_Reason
855,4,Home,Product_855_Section
856,4,Clothing,Product_856_Long
857,4,Home,Product_857_Ten
858,5,Books,Product_858_Avoid
859,4,Toys,Product_859_Produce
860,6,Electronics,Product_860_What
861,2,Electronics,Product_861_Develop
862,1,Sports,Product_862_Long
863,3,Home,Product_863_Boy
864,3,Clothing,Product_864_Address
865,3,Clothing,Product_865_Work
866,3,Clothing,Product_866_Green
867,3,Sports,Product_867_Heavy
868,6,Sports,Product_868_Indicate
869,4,Books,Product_869_Whether
870,3,Home,Product_870_Whether
871,6,Electronics,Product_871_Practice
872,6,Sports,Product_872_Road
873,3,Electronics,Product_873_Democrat
874,3,Clothing,Product_874_Hope
875,2,Clothing,Product_875_Appear
876,6,Electronics,Product_876_Person
877,5,Toys,Product_877_Field
878,5,Home,Product_878_Nor
879,5,Clothing,Product_879_Able
880,5,Clothing,Product_880_Force
881,1,Sports,Product_881_Off
882,4,Toys,Product_882_Manage
883,5,Electronics,Product_883_Power
884,5,Home,Product_884_Cost
885,6,Books,Product_885_Interview
886,2,Toys,Product_886_Civil
887,5,Books,Product_887_Single
888,3,Clothing,Product_888_General
889,4,Toys,Product_889_Executive
890,3,Sports,Product_890_Hair
891,5,Sports,Product_891_Real
892,6,Toys,Product_892_Kid
893,2,Books,Product_893_But
894,4,Electronics,Product_894_Scene
895,1,Sports,Product_895_Could
896,2,Clothing,Product_896_Myself
897,2,Electronics,Product_897_Hold
898,6,Toys,Product_898_Road
899,6,Electronics,Product_899_Friend
900,4,Books,Product_900_Probably
901,5,Clothing,Product_901_Step
902,6,Electronics,Product_902_Risk
903,2,Books,Product_903_Sense
904,2,Toys,Product_904_Instead
905,4,Home,Product_905_Exist
906,1,Clothing,Product_906_Season
907,4,Sports,Product_907_Get
908,3,Books,Product_908_Culture
909,3,Home,Product_909_Defense
910,5,Sports,Product_910_Late
911,1,Toys,Product_911_Describe
912,4,Home,Product_912_Treatment
913,2,Clothing,Product_913_Force
914,6,Toys,Product_914_Create
915,6,Home,Product_915_Poor
916,6,Books,Product_916_Letter
917,6,Home,Product_917_Me
918,3,Clothing,Product_918_Into
919,2,Toys,Product_919_Network
920,1,Books,Product_920_Team
921,5,Books,Product_921_Specific
922,4,Sports,Product_922_Word
923,2,Clothing,Product_923_For
924,5,Toys,Product_924_Top
925,6,Home,Product_925_High
926,4,Books,Product_926_Any
927,4,Sports,Product_927_Improve
928,3,Sports,Product_928_Bad
929,4,Electronics,Product_929_Understand
930,4,Sports,Product_930_Eye
931,6,Sports,Product_931_Which
932,5,Books,Product_932_Fact
933,1,Toys,Product_933_Culture
934,3,Electronics,Product_934_Material
935,4,Books,Product_935_Owner
936,3,Toys,Product_936_Test
937,4,Clothing,Product_937_Recently
938,3,Electronics,Product_938_Pick
939,4,Books,Product_939_Cut
940,4,Books,Product_940_Whatever
941,6,Toys,Product_941_Movement
942,1,Toys,Product_942_Me
943,6,Books,Product_943_Present
944,2,Sports,Product_944_Change
945,1,Home,Product_945_Bar
946,1,Clothing,Product_946_Ever
947,3,Clothing,Product_947_Share
948,6,Electronics,Product_948_Any
949,4,Books,Product_949_Act
950,1,Electronics,Product_950_Important
951,2,Clothing,Product_951_Character
952,2,Books,Product_952_Become
953,3,Electronics,Product_953_Town
954,3,Electronics,Product_954_Fund
955,2,Home,Product_955_Loss
956,2,Home,Product_956_Necessary
957,2,Home,Product_957_Miss
958,3,Electronics,Product_958_Author
959,5,Home,Product_959_Pressure
960,4,Sports,Product_960_You
961,1,Books,Product_961_Within
962,5,Home,Product_962_Prove
963,5,Home,Product_963_Imagine
964,5,Home,Product_964_Hospital
965,1,Electronics,Product_965_Hold
966,4,Sports,Product_966_Door
967,1,Books,Product_967_Or
968,6,Electronics,Product_968_Health
969,5,Toys,Product_969_War
970,1,Sports,Product_970_Nothing
971,2,Electronics,Product_971_Seven
972,2,Electronics,Product_972_Worry
973,2,Home,Product_973_Former
974,5,Sports,Product_974_Program
975,6,Electronics,Product_975_Reveal
976,6,Books,Product_976_College
977,4,Sports,Product_977_Certain
978,1,Clothing,Product_978_Listen
979,2,Electronics,Product_979_Common
980,2,Books,Product_980_Skin
981,5,Books,Product_981_Economy
982,2,Home,Product_982_Evidence
983,3,Clothing,Product_983_Fund
984,4,Clothing,Product_984_Cause
985,6,Toys,Product_985_Money
986,2,Clothing,Product_986_Student
987,5,Clothing,Product_987_Sit
988,1,Books,Product_988_Child
989,4,Electronics,Product_989_Of
990,2,Books,Product_990_Ahead
991,1,Electronics,Product_991_Among
992,3,Electronics,Product_992_Throw
993,2,Electronics,Product_993_Cell
994,3,Home,Product_994_Professional
995,6,Sports,Product_995_Clear
996,3,Clothing,Product_996_System
997,2,Home,Product_997_Outside
998,3,Home,Product_998_Cause
999,1,Electronics,Product_999_Machine
1000,1,Clothing,Product_1000_Red
